481.6229,0.6014
435.3919,0.6032
439.7988,0.6305
463.5513,0.6235
447.0327,0.6118
470.6519,0.6115
474.2975,0.6149
473.1727,0.6192
455.1661,0.6287
471.9391,0.6190
444.0665,0.6221
436.5678,0.6514
449.9424,0.6247
438.0638,0.6560
436.5986,0.6205
442.9363,0.6201
471.3824,0.6218
446.2973,0.6381
481.6122,0.6185
444.1514,0.5973
483.4083,0.6074
446.9227,0.6340
431.8911,0.6225
444.9178,0.6175
450.7975,0.6224
466.0712,0.6067
435.4331,0.6152
482.3162,0.6417
463.8507,0.6053
439.7836,0.6184
447.6216,0.6334
436.2566,0.6335
461.9462,0.6374
484.0903,0.6400
474.3750,0.6242
477.9428,0.6156
476.0499,0.6166
432.7346,0.6166
467.2778,0.6126
458.8223,0.6541
463.4688,0.6235
473.0698,0.6286
439.4678,0.6197
463.9462,0.6240
474.8762,0.6300
443.7940,0.6199
439.3918,0.6241
481.5789,0.6154
437.5074,0.6296
470.1466,0.6213
473.1858,0.6188
444.7546,0.6175
451.9644,0.6245
459.5799,0.5840
442.0009,0.6102
450.0793,0.6444
467.8391,0.6058
439.2024,0.6382
447.0978,0.6291
482.3415,0.6334
459.2949,0.6253
433.4052,0.6202
453.7680,0.6221
452.2689,0.6367
444.8802,0.6010
477.1409,0.6154
445.7653,0.6605
463.5984,0.6201
457.3565,0.6378
463.6290,0.6236
452.8058,0.6481
469.1887,0.6177
461.3539,0.6289
475.7641,0.6220
476.9109,0.6048
433.0883,0.5890
473.7774,0.6304
476.4005,0.6223
431.1631,0.6102
472.7013,0.6301
463.1984,0.6428
434.0617,0.6226
435.1685,0.6135
485.9742,0.6329
439.0577,0.6243
436.8612,0.6102
443.9136,0.6360
481.9221,0.6216
480.7886,0.6277
430.8365,0.6594
445.6261,0.6376
480.6024,0.6225
438.9748,0.6476
482.8336,0.6456
475.9963,0.6109
432.6139,0.6210
453.4300,0.6084
487.4771,0.6414
479.7491,0.6197
447.8149,0.6124
446.6653,0.6240
470.8543,0.6079
453.1412,0.6194
438.8165,0.6207
433.6118,0.6307
432.2202,0.6120
465.9991,0.6359
434.4157,0.5965
449.5557,0.6142
487.9144,0.6343
474.5407,0.6209
433.4331,0.5964
431.6416,0.6364
437.2813,0.6267
472.0576,0.6321
441.4687,0.5960
440.0905,0.6249
479.8638,0.6201
435.9332,0.5850
434.9256,0.6177
475.0377,0.6146
451.8579,0.6168
444.5140,0.6298
433.5513,0.6297
456.6218,0.6359
471.8975,0.6399
437.8515,0.6314
472.1928,0.6456
432.1363,0.6213
476.9444,0.6195
455.5848,0.6344
449.0913,0.6270
482.2298,0.6354
469.6755,0.6380
458.1342,0.6289
468.1376,0.6005
479.5807,0.6346
478.5622,0.6163
447.0478,0.6263
463.3695,0.6216
454.2220,0.6540
454.4255,0.6230
432.4571,0.6200
461.0724,0.6075
431.0925,0.6416
439.7942,0.6143
441.8499,0.6393
452.9657,0.6262
452.9432,0.6448
444.5290,0.6234
431.5667,0.6218
458.1986,0.6528
445.1380,0.6162
443.3812,0.6256
447.6293,0.6060
438.5192,0.6179
452.6183,0.6261
471.4213,0.6161
432.5819,0.6158
439.9306,0.6271
479.3091,0.6357
462.3536,0.6296
445.3025,0.6149
463.2357,0.6234
482.5435,0.6158
453.2921,0.6357
447.4149,0.6228
470.7936,0.6260
480.7236,0.6175
434.9610,0.6255
442.8300,0.6024
433.4649,0.6250
436.4113,0.6238
439.1429,0.6245
447.8951,0.6244
482.5905,0.6116
473.0827,0.6156
444.5696,0.6172
433.4171,0.6132
487.7683,0.6309
437.7806,0.6103
436.9553,0.6260
454.5325,0.6418
460.5439,0.6039
470.9184,0.6123
441.8902,0.6164
477.8554,0.6368
440.0152,0.5999
467.7568,0.6101
444.2136,0.6336
446.9268,0.6267
469.6114,0.6313
478.4275,0.6233
435.0687,0.6003
472.3507,0.6163
442.9772,0.6186
448.4560,0.6300
462.4195,0.6235
448.9615,0.6183
443.0942,0.6213
450.4350,0.6102
474.8159,0.6240
465.6134,0.6295
476.8138,0.6063
433.8517,0.6335
481.4167,0.6373
471.7825,0.6378
435.2991,0.6188
444.4198,0.6214
452.2262,0.6297
475.3592,0.6311
478.2950,0.6208
443.9139,0.6353
446.2808,0.6259
438.3906,0.6261
448.5854,0.6235
448.8822,0.6350
441.6896,0.6332
469.3416,0.6239
436.4739,0.6120
470.7053,0.6211
486.7763,0.6264
445.2084,0.6294
433.7741,0.6263
469.1414,0.6155
455.8936,0.6309
461.5006,0.6426
451.5775,0.6243
431.1887,0.6241
472.4925,0.6114
482.1776,0.6445
452.3173,0.6157
473.9322,0.6246
445.8136,0.6320
449.5581,0.6448
472.0723,0.6169
443.4106,0.6158
461.1360,0.6402
435.7263,0.6403
450.2995,0.6085
476.8471,0.6305
433.6225,0.6380
459.3456,0.6380
432.3852,0.6248
435.0126,0.6149
435.5173,0.6161
438.0315,0.6259
460.6100,0.6480
452.5385,0.6401
435.8567,0.6156
439.8751,0.6145
441.3723,0.6260
465.1783,0.6205
444.5885,0.6314
431.6962,0.5889
451.7706,0.6161
439.8006,0.6303
434.2578,0.6139
475.7370,0.6304
463.8532,0.6269
483.5518,0.6220
464.2977,0.6175
434.8868,0.6175
442.4683,0.6222
435.9016,0.5925
439.5478,0.6256
435.8631,0.6354
440.2389,0.6318
445.7956,0.6278
456.8449,0.5845
437.0293,0.6252
465.7528,0.6221
434.9978,0.6380
450.9484,0.6028
449.6415,0.6369
472.9857,0.6381
447.0057,0.6181
478.6218,0.6121
439.8801,0.6235
479.6095,0.6276
443.8475,0.6289
435.6086,0.6297
462.4009,0.6446
446.7609,0.6344
448.8102,0.6351
473.0203,0.6159
431.8260,0.6517
443.3950,0.6203
451.0434,0.6285
447.3357,0.6260
444.8311,0.6137
439.0672,0.6260
479.5444,0.6267
448.6366,0.6394
433.2319,0.6292
432.3840,0.6225
481.8705,0.6211
465.6889,0.6127
460.2361,0.6085
438.3370,0.6208
445.2184,0.6192
450.4534,0.6081
441.8373,0.6266
431.7726,0.6007
435.1009,0.6194
445.5105,0.6397
433.7190,0.6291
447.0475,0.6215
437.6143,0.6331
476.8968,0.6450
459.5496,0.6211
439.2715,0.6348
443.0340,0.6196
438.8266,0.6302
436.1772,0.6019
449.8321,0.6137
445.4128,0.6082
483.5193,0.6140
480.0082,0.6223
469.7465,0.6264
448.6508,0.6019
434.3838,0.6264
483.3445,0.6281
439.2395,0.6053
460.3118,0.6336
438.8697,0.6360
444.1781,0.6198
479.6275,0.6213
476.8049,0.0316
451.8725,0.6259
471.4049,0.6279
480.6681,0.6041
433.4694,0.6302
444.0413,0.6017
446.8080,0.6287
440.6541,0.5981
438.3020,0.6337
445.9069,0.6337
477.0321,0.6317
457.8506,0.6371
433.1033,0.6217
468.0221,0.6360
481.0686,0.6013
472.1552,0.6120
434.4779,0.6344
469.6295,0.6443
456.6140,0.6282
473.4253,0.6340
441.0905,0.6273
472.7113,0.6250
483.7563,0.6201
471.3347,0.6337
434.6513,0.6151
433.6046,0.6206
454.0803,0.6335
452.0834,0.6157
458.6871,0.6290
442.5635,0.6215
460.6674,0.6253
453.6715,0.6278
438.2036,0.6040
445.4632,0.6298
469.8290,0.6245
438.1741,0.6312
442.3289,0.6216
469.8493,0.6058
474.3753,0.6226
444.3073,0.6261
478.9626,0.6130
442.6621,0.6166
451.2798,0.6286
464.1799,0.6176
434.5055,0.6403
442.3280,0.6264
469.0587,0.6436
464.2136,0.6257
453.2489,0.6243
434.2722,0.6309
442.7744,0.6199
484.9200,0.6444
480.1024,0.6122
430.1211,0.6365
430.9384,0.6396
454.6191,0.6368
438.0971,0.6330
444.1743,0.6194
464.0327,0.6195
483.8652,0.6152
448.3429,0.6402
443.7447,0.6057
432.7802,0.6399
431.7417,0.6247
434.7090,0.6196
464.9987,0.6159
451.6589,0.6392
482.4818,0.6161
481.2739,0.6626
431.1952,0.0316
460.8203,0.5987
433.4236,0.6224
431.6854,0.6420
447.1495,0.6390
451.9044,0.6076
438.2946,0.6255
435.9873,0.6227
435.9622,0.6175
431.8397,0.6228
453.8257,0.5793
450.4525,0.6280
470.5299,0.6088
478.6072,0.6249
447.7516,0.6357
449.7195,0.6337
472.0977,0.6118
443.9409,0.6111
438.5297,0.6313
430.5980,0.6012
466.2324,0.6443
454.7053,0.6326
439.4702,0.6475
443.3203,0.6087
452.2224,0.6343
476.6286,0.6190
458.2176,0.6341
477.7914,0.6111
440.7194,0.6211
463.9738,0.6154
451.7635,0.6363
449.9172,0.6338
486.6122,0.5985
431.3945,0.6240
432.4737,0.6515
442.2068,0.6189
464.9828,0.6374
460.2870,0.6317
455.4351,0.6305
445.7952,0.6310
448.8631,0.6442
436.5144,0.6166
435.4327,0.6279
481.3338,0.6117
442.1268,0.6235
438.8144,0.6233
458.1031,0.6281
434.3021,0.6124
441.8459,0.6206
459.7686,0.6360
441.7383,0.6221
431.4961,0.6347
457.7544,0.6409
473.6181,0.6171
438.9123,0.6149
432.1953,0.6131
471.5566,0.6192
459.6419,0.6440
434.0427,0.6248
443.7686,0.6114
477.2280,0.6232
434.2284,0.6347
468.5752,0.6264
464.0144,0.6152
441.8168,0.6107
441.2355,0.6238
459.9069,0.6206
466.8904,0.6142
483.9475,0.6205
446.5632,0.6374
441.3186,0.6057
441.0497,0.6168
440.5569,0.6242
472.7154,0.6095
456.4641,0.6266
435.4320,0.6144
446.9815,0.6039
468.9879,0.6100
458.9508,0.6379
432.6315,0.6334
439.5129,0.6307
449.9366,0.6289
462.8652,0.6396
471.2132,0.6191
451.8081,0.6278
452.1081,0.6223
467.8619,0.6152
446.2686,0.6196
467.9068,0.6130
439.8261,0.6174
444.8056,0.6209
447.0133,0.6110
466.1284,0.6166
442.6419,0.6191
445.9774,0.6190
466.4180,0.6187
453.2839,0.6289
450.0540,0.6326
455.8564,0.5978
459.4228,0.6515
466.7252,0.6106
459.7925,0.6001
476.2224,0.6247
454.2495,0.6306
471.2088,0.6221
475.3779,0.6277
451.1336,0.5999
457.4136,0.6209
475.7416,0.6157
449.7254,0.6294
437.3827,0.6163
438.6163,0.6322
432.7464,0.6107
461.1428,0.6412
431.2293,0.6375
445.9997,0.6159
438.2992,0.6204
463.1739,0.5896
462.1221,0.6110
473.7518,0.6140
433.1635,0.6127
442.6905,0.6292
438.0579,0.5894
463.9749,0.6160
436.3217,0.6282
433.2852,0.6181
432.7969,0.6248
462.7696,0.6259
447.2834,0.6453
462.6901,0.6282
436.3047,0.6291
475.1751,0.6307
439.9731,0.6339
438.7773,0.5947
433.8727,0.6408
470.1060,0.6133
441.0093,0.6139
479.7799,0.6217
442.2083,0.6136
447.3828,0.6233
455.4635,0.6261
469.9789,0.6140
434.9942,0.6208
446.9533,0.6202
438.7980,0.6193
465.0533,0.6074
459.0717,0.6230
433.0304,0.6164
482.8751,0.5947
476.1653,0.6228
445.7482,0.6338
436.8511,0.6063
434.0860,0.6263
465.6989,0.6199
443.1322,0.6224
461.7930,0.6155
462.6767,0.6213
460.7885,0.6313
462.1350,0.6435
434.5779,0.6304
467.3448,0.6215
481.9644,0.6192
466.5154,0.6071
434.7707,0.6232
441.0993,0.6277
441.9325,0.6487
457.5914,0.6298
461.3824,0.6307
475.6754,0.6423
432.0661,0.6225
434.6429,0.6119
482.7726,0.6173
449.1503,0.6305
463.7021,0.6242
436.3244,0.6127
434.7001,0.6209
449.7760,0.6257
435.5438,0.6196
439.5061,0.6310
475.3055,0.6287
432.9325,0.6125
434.5023,0.6203
434.0558,0.6331
456.7587,0.6218
453.4794,0.6309
435.0030,0.6451
463.3598,0.6149
447.2727,0.6082
433.9672,0.6254
432.8423,0.6136
434.5048,0.6110
446.8381,0.6308
444.9912,0.6020
449.0388,0.6234
446.2319,0.6291
442.0938,0.6362
435.7446,0.6244
436.3983,0.6308
433.2748,0.6147
465.9814,0.6142
461.2597,0.6278
432.9860,0.6116
447.4237,0.6261
445.0608,0.6141
466.1225,0.6372
432.7999,0.6411
446.8322,0.6311
459.8970,0.6347
446.5914,0.6197
463.8509,0.6321
480.6099,0.6209
448.0428,0.6074
437.4294,0.6497
456.2238,0.6294
436.6642,0.6138
436.4254,0.6080
482.2383,0.6261
451.1008,0.6091
454.8657,0.6259
441.9174,0.6362
486.6272,0.6140
432.6947,0.6445
444.1500,0.6255
466.7668,0.6224
443.2136,0.6106
432.1617,0.6215
445.0930,0.6389
445.3508,0.6271
461.1788,0.6174
469.5075,0.6146
430.2778,0.6336
464.4501,0.6359
439.2066,0.6096
